k,t,x,y,psi,vx,vy,r,u_delta,u_sfx,x_ref,y_ref,psi_ref,vx_ref,vy_ref,r_ref
43.000000,0.860000,-0.168747,2.359688,1.976345,2.803726,0.386197,2.294893,0.330329,-0.003510,-0.237264,2.326058,2.051000,2.794952,0.320407,1.859282
44.000000,0.880000,-0.197967,2.408167,2.022243,2.786393,0.387372,2.315751,0.330329,-0.005989,-0.268770,2.372675,2.088186,2.771421,0.320922,1.845722
45.000000,0.900000,-0.229251,2.454932,2.068558,2.765204,0.386178,2.314499,0.344543,-0.006877,-0.301764,2.417673,2.125101,2.748011,0.321366,1.830151
46.000000,0.920000,-0.262443,2.499837,2.114848,2.739853,0.391541,2.344328,0.344543,-0.006068,-0.336158,2.461021,2.161704,2.724682,0.321816,1.814377
47.000000,0.940000,-0.297506,2.542669,2.161734,2.716978,0.394855,2.353815,0.344543,-0.006215,-0.371862,2.502689,2.197991,2.701440,0.322203,1.798646
48.000000,0.960000,-0.334339,2.583394,2.208811,2.694526,0.396905,2.350082,0.344543,-0.006495,-0.408788,2.542653,2.233964,2.678287,0.322480,1.782996
49.000000,0.980000,-0.372813,2.621955,2.255812,2.671970,0.398492,2.338657,0.344543,-0.006698,-0.446846,2.580895,2.269624,2.655225,0.322627,1.767432
50.000000,1.000000,-0.412795,2.658297,2.302585,2.649295,0.400068,2.323185,0.349066,-0.006819,-0.485950,2.617400,2.304973,2.632249,0.322642,1.751953
51.000000,1.020000,-0.454153,2.692371,2.349049,2.625593,0.404221,2.321578,0.349066,-0.019313,-0.526011,2.652160,2.340012,2.577312,0.338552,1.868262
52.000000,1.040000,-0.496776,2.724091,2.395481,2.580245,0.399798,2.288872,0.349066,-0.022114,-0.566730,2.684484,2.377377,2.524960,0.340680,1.859591
53.000000,1.060000,-0.540098,2.753248,2.441258,2.529696,0.396353,2.246850,0.349066,-0.022656,-0.607901,2.714509,2.414569,2.473057,0.340002,1.823077
54.000000,1.080000,-0.583893,2.779793,2.486195,2.477672,0.395220,2.202374,0.349066,-0.022684,-0.649376,2.742302,2.451030,2.420961,0.339161,1.784361
55.000000,1.100000,-0.627996,2.803728,2.530242,2.425073,0.395594,2.157234,0.349066,-0.022563,-0.691022,2.767915,2.486718,2.368665,0.337949,1.745529
56.000000,1.120000,-0.672254,2.825088,2.573387,2.372240,0.396459,2.111944,0.349066,-0.022415,-0.732712,2.791408,2.521628,2.316203,0.336176,1.706635
57.000000,1.140000,-0.716511,2.843936,2.615626,2.319324,0.396982,2.066584,0.349066,-0.022291,-0.774321,2.812850,2.555761,2.263597,0.333804,1.667702
58.000000,1.160000,-0.760614,2.860358,2.656958,2.266373,0.396634,2.021080,0.349066,-0.022204,-0.815736,2.832317,2.589115,2.210863,0.330863,1.628728
59.000000,1.180000,-0.804417,2.874456,2.697379,2.213387,0.395199,1.975347,0.349066,-0.022149,-0.856847,2.849890,2.621689,2.158013,0.327403,1.589709
60.000000,1.200000,-0.847785,2.886343,2.736886,2.160345,0.392688,1.929346,0.284094,-0.022115,-0.897558,2.865649,2.653484,2.105058,0.323475,1.550642
61.000000,1.220000,-0.890594,2.896136,2.775473,2.134483,0.297964,1.276630,0.284094,-0.002702,-0.937776,2.879678,2.684496,2.127727,0.374884,1.857100
62.000000,1.240000,-0.932588,2.905855,2.801006,2.114425,0.326125,1.670727,0.284094,0.022190,-0.979271,2.891732,2.721638,2.169901,0.393813,1.889613
63.000000,1.260000,-0.974626,2.913833,2.834420,2.168554,0.326789,1.510854,0.284094,0.018965,-1.022109,2.902234,2.759431,2.215966,0.401055,1.934435
64.000000,1.280000,-1.017943,2.920717,2.864637,2.208131,0.338205,1.649163,0.284094,0.021740,-1.066223,2.911319,2.798119,2.262481,0.405483,1.972265
65.000000,1.300000,-1.062273,2.926286,2.897621,2.258940,0.339371,1.626759,0.250825,0.019785,-1.111561,2.918922,2.837565,2.308401,0.409303,2.011463
66.000000,1.320000,-1.107753,2.930613,2.930156,2.318483,0.296808,1.364359,0.250825,0.014081,-1.158062,2.924932,2.877794,2.353685,0.412586,2.049308
67.000000,1.340000,-1.154336,2.934540,2.957443,2.345727,0.309592,1.562826,0.250825,0.021004,-1.205659,2.929240,2.918780,2.398238,0.415417,2.086599
68.000000,1.360000,-1.201591,2.937043,2.988700,2.395696,0.307629,1.508804,0.250825,0.018531,-1.254274,2.931736,2.960512,2.442023,0.417775,2.123099
69.000000,1.380000,-1.249883,2.938260,3.018876,2.436359,0.313070,1.571463,0.250825,0.019453,-1.303820,2.932313,3.002974,2.484992,0.419649,2.158809
70.000000,1.400000,-1.299010,2.938010,3.050305,2.480366,0.314439,1.584939,0.247401,0.018694,-1.354203,2.930868,3.046150,2.527101,0.421024,2.193686
71.000000,1.420000,-1.348984,2.936270,3.082004,2.523352,0.312586,1.587088,0.247401,-0.028228,-1.405318,2.927302,3.090024,2.452783,0.349754,1.846723
72.000000,1.440000,-1.399734,2.933035,3.113745,2.458348,0.295488,1.540757,0.247401,-0.036467,-1.454669,2.922845,3.126958,2.367180,0.342558,1.833128
73.000000,1.460000,-1.449046,2.928496,3.144561,2.377176,0.284440,1.490137,0.247401,-0.038200,-1.502107,2.916688,3.163621,2.281676,0.336047,1.768259
74.000000,1.480000,-1.496573,2.922666,3.174363,2.292441,0.278148,1.436892,0.247401,-0.038899,-1.547582,2.908963,3.198986,2.195194,0.331821,1.701109
75.000000,1.500000,-1.542215,2.915604,3.203101,2.205933,0.273371,1.381494,0.264659,-0.039285,-1.591033,2.899819,3.233008,2.107721,0.327598,1.632826
76.000000,1.520000,-1.585914,2.907435,3.230731,2.116990,0.287004,1.447467,0.264659,-0.039051,-1.632413,2.889447,3.265665,2.019363,0.322258,1.563842
77.000000,1.540000,-1.627575,2.897949,3.259680,2.030419,0.280009,1.346649,0.264659,-0.040064,-1.671692,2.878053,3.296942,1.930258,0.315448,1.494389
78.000000,1.560000,-1.667240,2.887603,3.286613,1.940448,0.275009,1.305342,0.264659,-0.039964,-1.708856,2.865847,3.326829,1.840539,0.307215,1.424565
79.000000,1.580000,-1.704847,2.876552,3.312720,1.850815,0.266603,1.231959,0.264659,-0.040200,-1.743906,2.853028,3.355321,1.750314,0.297734,1.354428
80.000000,1.600000,-1.740415,2.864995,3.337359,1.759985,0.258643,1.179830,0.300718,-0.040124,-1.776852,2.839783,3.382409,1.659674,0.287171,1.284026
81.000000,1.620000,-1.773936,2.853074,3.360956,1.665431,0.287772,1.370390,0.300718,0.014170,-1.807718,2.826289,3.408090,1.700856,0.344681,1.633183
82.000000,1.640000,-1.805194,2.840208,3.388364,1.701241,0.296908,1.223285,0.300718,0.028612,-1.838719,2.810680,3.440753,1.772771,0.348881,1.473815
83.000000,1.660000,-1.836737,2.826138,3.412830,1.763556,0.307834,1.493250,0.300718,0.027714,-1.870543,2.793563,3.470230,1.832842,0.363507,1.745643
84.000000,1.680000,-1.869070,2.810757,3.442695,1.832806,0.310189,1.303668,0.300718,0.028132,-1.902892,2.774851,3.505143,1.903135,0.367584,1.612980
85.000000,1.700000,-1.902237,2.793961,3.468768,1.891703,0.324959,1.586130,0.343106,0.028808,-1.935853,2.754445,3.537402,1.963722,0.381041,1.816409
86.000000,1.720000,-1.935975,2.775648,3.500490,1.937528,0.373137,1.746175,0.343106,0.037429,-1.969152,2.732271,3.573730,2.031100,0.385814,1.768915
87.000000,1.740000,-1.969635,2.755050,3.535414,2.018335,0.384652,1.789677,0.343106,0.029828,-2.002808,2.708251,3.609109,2.092903,0.395937,1.886362
88.000000,1.760000,-2.003960,2.732456,3.571208,2.083241,0.393755,1.857798,0.343106,0.029541,-2.036606,2.682318,3.646836,2.157094,0.401402,1.907907
89.000000,1.780000,-2.038559,2.707942,3.608363,2.147711,0.400569,1.907098,0.343106,0.028465,-2.070472,2.654411,3.684994,2.218874,0.408298,1.975790
90.000000,1.800000,-2.073313,2.681458,3.646505,2.208900,0.406874,1.961854,0.349066,0.028624,-2.104235,2.624476,3.724510,2.280460,0.413429,2.023146
91.000000,1.820000,-2.108042,2.652966,3.685742,2.265966,0.418288,2.053342,0.349066,-0.013974,-2.137761,2.592467,3.764973,2.231031,0.385929,1.890100
92.000000,1.840000,-2.142484,2.622347,3.726809,2.232676,0.406134,1.991526,0.349066,-0.022602,-2.169483,2.560152,3.802775,2.176170,0.380935,1.872612
93.000000,1.860000,-2.175220,2.590910,3.766640,2.179589,0.396530,1.947115,0.349066,-0.023095,-2.199156,2.527413,3.840227,2.121852,0.375419,1.818520
94.000000,1.880000,-2.205930,2.558972,3.805582,2.124881,0.390587,1.897832,0.349066,-0.023172,-2.226822,2.494369,3.876597,2.066950,0.371031,1.774859
95.000000,1.900000,-2.234585,2.526630,3.843539,2.069586,0.385726,1.849649,0.349066,-0.023039,-2.252512,2.461143,3.912095,2.011989,0.365935,1.727150
96.000000,1.920000,-2.261209,2.494013,3.880532,2.014337,0.380735,1.801219,0.349066,-0.022997,-2.276289,2.427864,3.946638,1.956844,0.360424,1.680988
97.000000,1.940000,-2.285860,2.461251,3.916556,1.959019,0.375173,1.752664,0.349066,-0.022964,-2.298217,2.394656,3.980257,1.901608,0.354335,1.633718
98.000000,1.960000,-2.308602,2.428476,3.951609,1.903643,0.369030,1.703920,0.349066,-0.022956,-2.318370,2.361632,4.012932,1.846252,0.347808,1.586899
99.000000,1.980000,-2.329507,2.395811,3.985688,1.848172,0.362347,1.654984,0.349066,-0.022943,-2.336819,2.328899,4.044670,1.790815,0.340824,1.539500
100.000000,2.000000,-2.348650,2.363371,4.018788,1.792628,0.355190,1.605905,0.349066,-0.022936,-2.353644,2.296554,4.075460,1.735287,0.333461,1.492347
101.000000,2.020000,-2.366109,2.331260,4.050906,1.737009,0.347593,1.556663,0.349066,0.055585,-2.368923,2.264687,4.105307,1.875972,0.321504,1.466029
102.000000,2.040000,-2.381963,2.299577,4.082039,1.845500,0.366631,1.710251,0.349066,0.063003,-2.385046,2.230204,4.134627,2.003008,0.337528,1.636263
103.000000,2.060000,-2.397796,2.265438,4.116244,1.965435,0.379677,1.786065,0.349066,0.066284,-2.401270,2.192959,4.167353,2.131144,0.348556,1.706839
104.000000,2.080000,-2.413582,2.228647,4.151965,2.085827,0.392794,1.906898,0.349066,0.068261,-2.417406,2.152897,4.201489,2.256479,0.359059,1.812053
105.000000,2.100000,-2.429102,2.189136,4.190103,2.206667,0.403234,2.008800,0.349066,0.069354,-2.433209,2.110019,4.237730,2.380052,0.366692,1.905970
106.000000,2.120000,-2.444129,2.146863,4.230279,2.325849,0.411503,2.113009,0.349066,0.070087,-2.448441,2.064329,4.275850,2.501066,0.371893,1.998666
107.000000,2.140000,-2.458405,2.101832,4.272539,2.442774,0.416949,2.213760,0.349066,0.070550,-2.462850,2.015854,4.315823,2.619149,0.374354,2.088483
108.000000,2.160000,-2.471662,2.054076,4.316815,2.556655,0.419298,2.311007,0.349066,0.070876,-2.476177,1.964644,4.357593,2.733845,0.373859,2.175155
109.000000,2.180000,-2.483628,2.003660,4.363035,2.666851,0.418235,2.404245,0.349066,0.071133,-2.488160,1.910775,4.401096,2.844683,0.370175,2.258372
110.000000,2.200000,-2.494025,1.950682,4.411120,2.772770,0.413447,2.493028,0.349066,0.071365,-2.498539,1.854348,4.446263,2.951182,0.363067,2.337833
111.000000,2.220000,-2.502584,1.895271,4.460980,2.873854,0.404622,2.576967,0.349066,0.047165,-2.507056,1.795493,4.493020,2.991767,0.363470,2.368459
112.000000,2.240000,-2.509044,1.837587,4.512519,2.939963,0.398386,2.624962,0.349066,0.036752,-2.512982,1.735509,4.540389,3.031844,0.361288,2.398839
113.000000,2.260000,-2.512909,1.778377,4.565019,2.988162,0.390335,2.659024,0.349066,0.033106,-2.516241,1.674531,4.588366,3.070926,0.357022,2.428421
114.000000,2.280000,-2.513963,1.718115,4.618199,3.028427,0.380323,2.687799,0.349066,0.032096,-2.516753,1.612700,4.636934,3.108667,0.351001,2.456909
115.000000,2.300000,-2.512086,1.657100,4.671955,3.064676,0.368583,2.714105,0.349066,0.032054,-2.514440,1.550175,4.686073,3.144810,0.343428,2.484135
116.000000,2.320000,-2.507198,1.595558,4.726237,3.098242,0.355187,2.738710,0.349066,0.032370,-2.509229,1.487120,4.735755,3.179166,0.334429,2.510007
117.000000,2.340000,-2.499237,1.533698,4.781011,3.129515,0.340118,2.761754,0.349066,0.032828,-2.501056,1.423710,4.785955,3.211586,0.324077,2.534475
118.000000,2.360000,-2.488159,1.471721,4.836247,3.158560,0.323333,2.783218,0.349066,0.033356,-2.489871,1.360128,4.836645,3.241950,0.312412,2.557519
119.000000,2.380000,-2.473938,1.409833,4.891911,3.185330,0.304785,2.803072,0.349066,0.033932,-2.475635,1.296564,4.887795,3.270159,0.299457,2.579142
120.000000,2.400000,-2.456565,1.348238,4.947972,3.209753,0.284432,2.821318,0.349066,0.034552,-2.458325,1.233209,4.939378,3.296132,0.285222,2.599367
121.000000,2.420000,-2.436049,1.287144,5.004399,3.231749,0.262238,2.837994,0.349066,0.025539,-2.437931,1.170261,4.991365,3.295596,0.070250,1.291538
122.000000,2.440000,-2.412420,1.226755,5.061159,3.240557,0.238086,2.844144,0.349066,0.013686,-2.418430,1.107285,5.017196,3.274771,-0.067872,0.037855
123.000000,2.460000,-2.385796,1.167473,5.118041,3.233798,0.212121,2.838314,0.349066,0.003534,-2.400069,1.044401,5.017953,3.242632,-0.085763,-0.437319
124.000000,2.480000,-2.356376,1.109720,5.174808,3.214353,0.185197,2.823236,0.349066,-0.000941,-2.382195,0.982036,5.009207,3.211999,-0.055062,-0.303318
125.000000,2.500000,-2.324381,1.053837,5.231272,3.188824,0.159269,2.804417,0.042311,-0.003524,-2.364459,0.920283,5.003141,3.180015,-0.057985,-0.350462
126.000000,2.520000,-2.289988,1.000035,5.287361,3.198320,-0.066155,1.443418,0.042311,-0.020015,-2.347338,0.859020,4.996131,3.148282,-0.054970,-0.330425
127.000000,2.540000,-2.256312,0.945635,5.316229,3.155541,-0.111988,0.752271,0.042311,-0.015645,-2.330766,0.798264,4.989523,3.116429,-0.055531,-0.333242
128.000000,2.560000,-2.222321,0.892413,5.331275,3.119677,-0.046158,0.567178,0.042311,-0.014026,-2.314781,0.738010,4.982858,3.084613,-0.055172,-0.327393
129.000000,2.580000,-2.186877,0.841056,5.342618,3.085368,0.006838,0.391785,0.042311,-0.013034,-2.299361,0.678266,4.976310,3.052782,-0.055235,-0.324785
130.000000,2.600000,-2.150401,0.791284,5.350454,3.051975,0.040627,0.334102,-0.109277,-0.012407,-2.284500,0.619036,4.969814,3.020957,-0.055136,-0.320885
131.000000,2.620000,-2.113390,0.742738,5.357136,3.020589,-0.069360,-0.504644,-0.109277,-0.021135,-2.270185,0.560327,4.963397,2.967751,0.054743,0.425026
132.000000,2.640000,-2.078192,0.693620,5.347043,2.967404,-0.130842,-0.838539,-0.109277,-0.023864,-2.254381,0.503104,4.971897,2.907745,0.142177,0.923827
133.000000,2.660000,-2.045111,0.644276,5.330272,2.908843,-0.134664,-0.809317,-0.109277,-0.026127,-2.236710,0.447626,4.990374,2.843527,0.197194,1.216211
134.000000,2.680000,-2.013604,0.595296,5.314086,2.845194,-0.135653,-0.791540,-0.109277,-0.026394,-2.217311,0.394021,5.014698,2.779210,0.213232,1.266567
135.000000,2.700000,-1.983631,0.546850,5.298255,2.780903,-0.135503,-0.771868,-0.201953,-0.026099,-2.196691,0.342227,5.040029,2.715655,0.214323,1.229647
136.000000,2.720000,-1.955137,0.499009,5.282818,2.718112,-0.203408,-1.209533,-0.201953,-0.026530,-2.175154,0.292183,5.064622,2.651786,0.214880,1.199524
137.000000,2.740000,-1.929205,0.451057,5.258627,2.653300,-0.236224,-1.361010,-0.201953,-0.026226,-2.152824,0.243886,5.088613,2.587736,0.214444,1.168692
138.000000,2.760000,-1.905676,0.403259,5.231407,2.590730,-0.240460,-1.332513,-0.201953,-0.026891,-2.129819,0.197327,5.111987,2.523503,0.213441,1.138365
139.000000,2.780000,-1.884150,0.355882,5.204757,2.526746,-0.240445,-1.295670,-0.201953,-0.027053,-2.106252,0.152493,5.134754,2.459112,0.211952,1.108081
140.000000,2.800000,-1.864499,0.309077,5.178843,2.462180,-0.239418,-1.261431,0.121528,-0.027042,-2.082224,0.109371,5.156916,2.394576,0.210053,1.077925
141.000000,2.820000,-1.846630,0.262940,5.153615,2.425955,-0.107757,-0.333016,0.121528,0.002760,-2.057837,0.067940,5.178474,2.432855,0.279491,1.524102
142.000000,2.840000,-1.827859,0.218148,5.146954,2.418317,0.019701,0.252911,0.121528,0.027457,-2.030977,0.026985,5.208956,2.486959,0.332313,1.791995
143.000000,2.860000,-1.807139,0.174443,5.152013,2.457606,0.119125,0.719830,0.121528,0.039816,-2.001437,-0.013580,5.244796,2.557146,0.359321,1.932169
144.000000,2.880000,-1.784064,0.130978,5.166409,2.541859,0.150849,0.795420,0.121528,0.037195,-1.969285,-0.053996,5.283439,2.634845,0.369533,2.004395
145.000000,2.900000,-1.759056,0.086615,5.182318,2.626801,0.155547,0.803993,0.349066,0.034664,-1.934584,-0.094337,5.323527,2.713460,0.373433,2.064267
146.000000,2.920000,-1.732493,0.041182,5.198397,2.639579,0.222653,1.272056,0.349066,0.060542,-1.897327,-0.134498,5.364813,2.790935,0.374312,2.121369
147.000000,2.940000,-1.703896,-0.003416,5.223838,2.684643,0.279745,1.637961,0.349066,0.072758,-1.857490,-0.174307,5.407240,2.866537,0.373061,2.176471
148.000000,2.960000,-1.672738,-0.047500,5.256598,2.749645,0.321800,1.950165,0.349066,0.076092,-1.815051,-0.213569,5.450769,2.939876,0.369941,2.229574
149.000000,2.980000,-1.638760,-0.091216,5.295601,2.826317,0.348578,2.195594,0.349066,0.073743,-1.770004,-0.252073,5.495361,3.010675,0.365000,2.280591
150.000000,3.000000,-1.601811,-0.134559,5.339513,2.906780,0.362080,2.378185,0.349066,0.068770,-1.722355,-0.289604,5.540973,3.078704,0.358207,2.329424
151.000000,3.020000,-1.561832,-0.177383,5.387077,2.984871,0.365247,2.512049,0.349066,0.021401,-1.672134,-0.325944,5.587561,3.038373,0.335497,2.282530
152.000000,3.040000,-1.518838,-0.219438,5.437318,3.001827,0.366255,2.555721,0.349066,-0.001997,-1.621186,-0.359736,5.633212,2.996836,0.323068,2.246633
153.000000,3.060000,-1.473545,-0.259521,5.488432,2.983873,0.359397,2.562257,0.349066,-0.011694,-1.569560,-0.390864,5.678144,2.954638,0.316889,2.213853
154.000000,3.080000,-1.426614,-0.297078,5.539677,2.951434,0.349987,2.550830,0.349066,-0.015779,-1.517352,-0.419263,5.722422,2.911987,0.314990,2.181771
155.000000,3.100000,-1.378425,-0.331880,5.590694,2.912854,0.341816,2.529819,0.349066,-0.017549,-1.464682,-0.444902,5.766057,2.868982,0.316109,2.149423
156.000000,3.120000,-1.329222,-0.363813,5.641290,2.871448,0.336474,2.503497,0.349066,-0.018305,-1.411679,-0.467774,5.809045,2.825685,0.319281,2.116436
157.000000,3.140000,-1.279195,-0.392807,5.691360,2.828622,0.334437,2.474078,0.349066,-0.018592,-1.358484,-0.487896,5.851374,2.782141,0.323699,2.082763
158.000000,3.160000,-1.228512,-0.418816,5.740842,2.785019,0.335659,2.442719,0.349066,-0.018653,-1.305240,-0.505303,5.893029,2.738387,0.328655,2.048569
159.000000,3.180000,-1.177340,-0.441816,5.789696,2.740953,0.339825,2.410032,0.349066,-0.018596,-1.252088,-0.520054,5.934001,2.694463,0.333552,2.014130
160.000000,3.200000,-1.125842,-0.461798,5.837897,2.696598,0.346441,2.376354,0.349066,-0.018476,-1.199168,-0.532223,5.974283,2.650407,0.337921,1.979726
161.000000,3.220000,-1.074185,-0.478774,5.885424,2.652068,0.354866,2.341888,0.349066,-0.007896,-1.146614,-0.541899,6.013878,2.632329,0.325270,1.818299
162.000000,3.240000,-1.022535,-0.492777,5.932261,2.623746,0.369663,2.321401,0.349066,-0.005714,-1.094135,-0.549636,6.050244,2.609460,0.329922,1.801378
163.000000,3.260000,-0.970717,-0.503873,5.978690,2.599927,0.383488,2.304786,0.349066,-0.005123,-1.041832,-0.555263,6.086271,2.587119,0.331845,1.785379
164.000000,3.280000,-0.918811,-0.512146,6.024785,2.578263,0.394728,2.289796,0.349066,-0.005279,-0.989791,-0.558878,6.121979,2.565065,0.332437,1.769920
165.000000,3.300000,-0.866940,-0.517690,6.070581,2.557400,0.402926,2.274884,0.349066,-0.005687,-0.938087,-0.560549,6.157377,2.543181,0.332397,1.754704
