node_id,parent,children,success,cost_from_parent,cum_cost,time_from_parent,cum_time,dist_to_goal,x,y,psi,vx,vy,r,u_delta,u_sfx
0.000000,-1.000000,195.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.404475,0.000000,0.010000,1.570796,3.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.000000,5.000000,10.000000,0.227701,0.227701,0.200000,0.200000,1.361100,-0.063647,0.532931,1.744552,1.627034,0.140293,0.642048,0.159396,-0.068199
2.000000,0.000000,17.000000,53.000000,0.228656,0.228656,0.200000,0.200000,1.355721,-0.053260,0.517472,1.720999,1.463114,0.113631,0.512994,0.143056,-0.085731
3.000000,1.000000,1.000000,0.000000,0.222084,0.449785,0.200000,0.400000,1.481143,-0.183310,0.820568,1.935751,1.178531,0.180142,1.370263,0.258678,-0.019131
4.000000,3.000000,2.000000,-8.000000,0.220794,0.670579,0.200000,0.600000,1.594683,-0.274150,0.998055,2.014703,0.627520,-0.019606,-0.478854,0.118183,-0.045042
5.000000,4.000000,3.000000,-6.000000,0.204351,0.874929,0.200000,0.800000,1.780845,-0.319893,1.218540,1.840253,1.576337,-0.236551,-0.814383,-0.284955,0.050539
6.000000,1.000000,2.000000,-2.000000,0.212609,0.440310,0.200000,0.400000,1.684683,-0.175508,1.026134,1.796429,3.130324,0.042599,0.267260,0.033710,0.076503
7.000000,6.000000,6.000000,7.000000,0.219058,0.659368,0.200000,0.600000,1.770664,-0.207139,1.672199,1.483267,2.775322,-0.333448,-1.961315,-0.276878,-0.009365
8.000000,7.000000,3.000000,-2.000000,0.214756,0.874124,0.200000,0.800000,2.712106,-0.180278,2.315617,1.670557,3.221981,0.335860,2.494524,0.322589,0.051186
9.000000,7.000000,0.000000,-2.000000,0.219087,0.878455,0.200000,0.800000,2.335186,0.048076,2.248373,1.026055,2.977343,-0.349347,-2.164425,-0.285188,0.012346
10.000000,8.000000,7.000000,9.000000,0.229303,1.103427,0.200000,1.000000,3.161059,-0.328196,2.856830,1.902352,1.671648,0.107137,0.532460,0.129203,-0.098278
11.000000,8.000000,2.000000,1.000000,0.224074,1.098198,0.200000,1.000000,3.250005,-0.362293,2.937543,1.920433,2.561940,0.158515,0.847133,0.130604,-0.026961
12.000000,1.000000,1.000000,5.000000,0.211025,0.438726,0.200000,0.400000,1.453635,-0.132345,0.751714,1.844489,0.546308,0.006171,-0.366603,0.156439,-0.061577
13.000000,10.000000,0.000000,-2.000000,0.221965,1.325392,0.200000,1.200000,3.417090,-0.388361,3.121742,1.804749,0.776111,-0.103382,-1.054080,-0.228513,-0.050315
14.000000,10.000000,6.000000,2.000000,0.216267,1.319694,0.200000,1.200000,3.360976,-0.457021,3.071390,2.067977,0.642748,0.048531,-0.203011,0.281648,-0.059688
15.000000,10.000000,0.000000,-16.000000,0.205199,1.308626,0.200000,1.200000,3.619711,-0.382980,3.307150,1.603579,2.749827,-0.391875,-2.481698,-0.348907,0.094081
16.000000,2.000000,3.000000,2.000000,0.219060,0.447716,0.200000,0.400000,1.446161,-0.162322,0.766856,1.942634,1.021949,0.144730,0.307976,0.335005,-0.020118
17.000000,14.000000,3.000000,2.000000,0.218518,1.538212,0.200000,1.400000,3.497619,-0.530195,3.206949,2.060989,0.767184,-0.083613,-0.064855,-0.016106,0.007783
18.000000,1.000000,3.000000,1.000000,0.221250,0.448951,0.200000,0.400000,1.518118,-0.096013,0.827668,1.679341,1.053271,-0.094651,-1.015009,-0.143949,-0.028934
19.000000,17.000000,0.000000,-3.000000,0.222056,1.760268,0.200000,1.600000,3.653115,-0.595270,3.357383,1.986154,0.709073,-0.034406,-0.942704,-0.160751,-0.004302
20.000000,5.000000,0.000000,-51.000000,0.221840,1.096770,0.200000,1.000000,2.025888,-0.381448,1.526597,1.790884,1.255848,-0.060008,-0.809345,-0.054654,-0.016248
21.000000,10.000000,1.000000,-4.000000,0.221670,1.325098,0.200000,1.200000,3.456575,-0.389077,3.161710,1.769708,1.133413,-0.164487,-1.314685,-0.248234,-0.022916
22.000000,5.000000,3.000000,-2.000000,0.215994,1.090923,0.200000,1.000000,1.837530,-0.334048,1.712223,1.557833,2.996811,-0.274623,-1.710917,-0.223826,0.072507
23.000000,5.000000,5.000000,-7.000000,0.220386,1.095315,0.200000,1.000000,2.070209,-0.378211,1.572896,1.750114,1.682705,-0.089640,-0.538120,-0.091235,0.004932
24.000000,22.000000,3.000000,4.000000,0.225414,1.316338,0.200000,1.200000,2.304643,-0.170712,2.239762,1.164232,1.903021,-0.295140,-1.424003,-0.296337,-0.053283
25.000000,14.000000,2.000000,4.000000,0.207776,1.527471,0.200000,1.400000,3.509761,-0.597431,3.221078,2.247929,1.332795,0.273231,1.681695,0.342732,0.049241
26.000000,7.000000,0.000000,-3.000000,0.218260,0.877628,0.200000,0.800000,2.435288,-0.033906,2.332999,1.258997,3.484474,-0.154868,-1.026303,-0.116294,0.027434
27.000000,25.000000,0.000000,-33.000000,0.219097,1.746568,0.200000,1.600000,3.741038,-0.754778,3.433708,2.176854,1.081814,-0.187815,-1.443608,-0.301390,-0.008133
28.000000,24.000000,1.000000,0.000000,0.244209,1.560546,0.200000,1.400000,2.570425,-0.061883,2.517131,1.234312,0.537148,0.121902,0.565581,0.347563,-0.093687
29.000000,7.000000,3.000000,-3.000000,0.213473,0.872841,0.200000,0.800000,2.721562,-0.182503,2.322495,1.670812,3.321604,0.305201,2.268804,0.270834,0.047014
30.000000,2.000000,6.000000,7.000000,0.213102,0.441758,0.200000,0.400000,0.933056,-0.051842,0.867118,1.555675,1.818403,-0.256074,-1.459785,-0.243146,0.020040
31.000000,1.000000,5.000000,8.000000,0.210949,0.438650,0.200000,0.400000,0.976392,-0.062278,0.906905,1.538276,1.918622,-0.341115,-1.684882,-0.311655,0.019469
32.000000,2.000000,1.000000,1.000000,0.210659,0.439315,0.200000,0.400000,1.597677,-0.063297,0.905866,1.579414,2.225540,-0.215910,-1.121798,-0.179079,0.036239
33.000000,0.000000,10.000000,40.000000,0.225452,0.225452,0.200000,0.200000,1.364006,-0.099525,0.559444,1.848107,1.953480,0.271784,1.313177,0.266471,-0.049262
34.000000,0.000000,2.000000,1.000000,0.217218,0.217218,0.200000,0.200000,1.514681,-0.092649,0.704941,1.782282,3.455183,0.177246,1.177123,0.134251,0.019779
35.000000,23.000000,6.000000,7.000000,0.219636,1.314951,0.200000,1.200000,2.406336,-0.386932,1.961205,1.595775,1.854129,-0.179895,-1.150004,-0.163078,0.007387
36.000000,0.000000,1.000000,1.000000,0.224958,0.224958,0.200000,0.200000,1.375618,-0.087709,0.566023,1.802556,2.004469,0.212092,1.018924,0.202110,-0.042829
37.000000,33.000000,0.000000,-1.000000,0.220656,0.446107,0.200000,0.400000,1.597157,-0.223843,0.963882,1.850314,1.881576,-0.064686,-0.613468,-0.042920,-0.002810
38.000000,17.000000,0.000000,-27.000000,0.200354,1.738566,0.200000,1.600000,3.693219,-0.697063,3.396446,2.256477,1.753312,0.310496,1.294949,0.319591,0.061680
39.000000,0.000000,5.000000,4.000000,0.219787,0.219787,0.200000,0.200000,0.816213,0.056660,0.662860,1.442074,2.963172,-0.113929,-0.640880,-0.085324,-0.000810
40.000000,17.000000,0.000000,-2.000000,0.216735,1.754947,0.200000,1.600000,3.623769,-0.613078,3.334131,2.157210,0.633652,-0.022586,-0.297907,0.167443,-0.011446
41.000000,16.000000,2.000000,-7.000000,0.206513,0.654229,0.200000,0.600000,1.673135,-0.270247,1.072255,1.901747,2.114977,-0.059683,-0.175168,-0.060535,0.060078
42.000000,23.000000,2.000000,5.000000,0.211815,1.307130,0.200000,1.200000,2.161406,-0.324404,2.053242,1.393583,2.881187,-0.365979,-2.263229,-0.306267,0.071037
43.000000,35.000000,4.000000,7.000000,0.218551,1.533502,0.200000,1.400000,2.475811,-0.287602,2.396239,1.326826,2.229397,-0.281362,-1.344837,-0.236721,0.014792
44.000000,16.000000,0.000000,0.000000,0.218813,0.666529,0.200000,0.600000,1.594484,-0.247245,0.986190,1.923330,1.127844,0.017820,0.560788,-0.033793,0.006858
45.000000,4.000000,2.000000,-6.000000,0.208609,0.879188,0.200000,0.800000,1.798473,-0.344300,1.240343,1.883295,1.790774,-0.172428,-0.616944,-0.186167,0.064659
46.000000,35.000000,1.000000,3.000000,0.213400,1.528350,0.200000,1.400000,2.623898,-0.351088,2.509429,1.491345,3.294835,-0.080898,-0.531770,-0.063825,0.071088
47.000000,10.000000,4.000000,-1.000000,0.220051,1.323478,0.200000,1.200000,3.466076,-0.519585,3.175135,2.104220,1.704062,0.227206,1.397141,0.225996,0.002785
48.000000,23.000000,10.000000,-7.000000,0.220379,1.315694,0.200000,1.200000,2.382908,-0.393803,1.937779,1.617108,1.631728,-0.099723,-0.088944,-0.138862,-0.002487
49.000000,43.000000,1.000000,4.000000,0.224480,1.757981,0.200000,1.600000,2.875991,-0.218516,2.815459,1.476618,1.556012,0.303447,1.360813,0.330536,-0.026120
50.000000,6.000000,3.000000,1.000000,0.224879,0.665189,0.200000,0.600000,2.067126,-0.298407,1.584606,1.780446,1.955394,-0.016248,-0.077489,-0.015898,-0.048592
51.000000,33.000000,3.000000,-4.000000,0.212581,0.438033,0.200000,0.400000,1.723291,-0.275370,1.078749,1.884487,3.204730,0.001416,0.008679,0.001072,0.058138
52.000000,2.000000,0.000000,-1.000000,0.220507,0.449163,0.200000,0.400000,1.482399,-0.108226,0.788894,1.767199,1.048665,-0.010504,-0.517603,0.052382,-0.024406
53.000000,36.000000,0.000000,0.000000,0.222949,0.447908,0.200000,0.400000,1.540375,-0.198208,0.901755,1.882121,1.166196,0.010399,-0.403898,0.071712,-0.039278
54.000000,23.000000,1.000000,1.000000,0.212205,1.307520,0.200000,1.200000,2.183257,-0.330437,2.069655,1.401659,3.020772,-0.324223,-2.222208,-0.287167,0.086120
55.000000,16.000000,7.000000,-7.000000,0.207297,0.655013,0.200000,0.600000,1.712035,-0.296996,1.110609,1.935836,2.540017,-0.018778,-0.101113,-0.015762,0.086643
56.000000,55.000000,12.000000,-17.000000,0.216946,0.871959,0.200000,0.800000,2.168659,-0.378984,1.657211,1.632830,2.555430,-0.328793,-1.704765,-0.261504,0.005441
57.000000,56.000000,1.000000,2.000000,0.222005,1.093964,0.200000,1.000000,2.243345,-0.245595,2.166267,1.245292,2.185373,-0.338018,-1.633630,-0.292875,-0.012788
58.000000,28.000000,0.000000,-1.000000,0.202486,1.763032,0.200000,1.600000,2.788392,0.009587,2.733898,1.240220,1.717281,-0.015826,-0.292747,-0.006659,0.080017
59.000000,56.000000,2.000000,-1.000000,0.234837,1.106796,0.200000,1.000000,2.499361,-0.378107,2.079185,1.588300,1.038338,0.006862,0.029021,0.011292,-0.089309
60.000000,35.000000,1.000000,7.000000,0.214105,1.529055,0.200000,1.400000,2.573226,-0.372622,2.468099,1.544672,2.882767,-0.032571,-0.177991,-0.024531,0.042646
61.000000,51.000000,9.000000,7.000000,0.226278,0.664311,0.200000,0.600000,2.152576,-0.361897,1.653044,1.593467,1.928580,-0.275043,-1.511296,-0.312414,-0.084117
62.000000,60.000000,1.000000,3.000000,0.228609,1.757664,0.200000,1.600000,3.268062,-0.382257,2.945123,1.609083,1.291357,0.048492,0.210323,0.067053,-0.086211
63.000000,46.000000,0.000000,-6.000000,0.218098,1.746448,0.200000,1.600000,3.259067,-0.140181,3.176817,1.092745,3.123575,-0.325485,-2.450219,-0.320105,0.003658
64.000000,55.000000,6.000000,-57.000000,0.230750,0.885764,0.200000,0.800000,2.033707,-0.383798,1.528829,1.740655,1.162109,-0.154877,-0.649602,-0.226614,-0.070481
65.000000,45.000000,0.000000,0.000000,0.214901,1.094089,0.200000,1.000000,1.835194,-0.352738,1.719686,1.540225,2.670977,-0.368149,-1.990595,-0.290814,0.041400
66.000000,11.000000,0.000000,-10.000000,0.218518,1.316717,0.200000,1.200000,3.794729,-0.638127,3.484051,2.073362,3.041000,0.131836,0.747464,0.097057,0.017563
67.000000,41.000000,2.000000,-8.000000,0.221788,0.876017,0.200000,0.800000,2.000269,-0.367904,1.490882,1.795481,1.761398,-0.122397,-0.875132,-0.106998,-0.013062
68.000000,39.000000,5.000000,-1.000000,0.216477,0.436264,0.200000,0.400000,1.930412,0.070987,1.347043,1.634912,3.359296,0.193106,1.242524,0.145715,0.018904
69.000000,34.000000,0.000000,-13.000000,0.224905,0.442123,0.200000,0.400000,1.816737,-0.329310,1.288115,2.045766,2.141530,0.170499,0.905913,0.168115,-0.064495
70.000000,23.000000,5.000000,-7.000000,0.221067,1.316382,0.200000,1.200000,2.340752,-0.389576,1.892484,1.624345,1.210448,-0.124201,-1.121023,-0.167288,-0.021300
71.000000,14.000000,0.000000,0.000000,0.198619,1.518313,0.200000,1.400000,3.542996,-0.609725,3.250671,2.229497,1.728625,0.259892,1.357721,0.264752,0.077418
72.000000,56.000000,1.000000,2.000000,0.226104,1.098063,0.200000,1.000000,2.188342,-0.281932,2.116290,1.326933,1.595091,-0.235161,-1.037979,-0.258219,-0.039172
73.000000,61.000000,0.000000,-74.000000,0.208301,0.872612,0.200000,0.800000,2.615438,-0.394257,2.181923,1.695339,3.158940,0.177071,1.138513,0.142031,0.073389
74.000000,48.000000,6.000000,9.000000,0.213379,1.529073,0.200000,1.400000,2.576113,-0.384473,2.457526,1.539966,3.240638,-0.071934,-0.488954,-0.059546,0.087899
75.000000,64.000000,3.000000,-62.000000,0.215551,1.101315,0.200000,1.000000,2.202219,-0.389269,1.725010,1.643254,0.658866,-0.000866,0.305431,-0.200953,-0.035086
76.000000,72.000000,1.000000,2.000000,0.222268,1.320331,0.200000,1.200000,2.464058,-0.218221,2.404015,1.368176,1.056614,0.093683,1.012476,0.141855,-0.027977
77.000000,0.000000,30.000000,40.000000,0.222157,0.222157,0.200000,0.200000,1.376934,-0.114916,0.581871,1.893997,2.251251,0.364249,1.877285,0.327354,-0.031122
78.000000,62.000000,0.000000,-16.000000,0.212405,1.970070,0.200000,1.800000,3.696280,-0.437925,3.387154,1.706372,2.903665,0.104985,0.634907,0.085927,0.088739
79.000000,35.000000,4.000000,0.000000,0.222714,1.537665,0.200000,1.400000,2.692521,-0.388918,2.301504,1.594561,1.201842,-0.017904,-0.557329,0.022525,-0.030981
80.000000,59.000000,5.000000,-14.000000,0.220344,1.327139,0.200000,1.200000,2.693401,-0.393301,2.304294,1.614948,1.009565,0.054312,0.863886,0.072657,-0.001786
81.000000,7.000000,4.000000,10.000000,0.233994,0.893362,0.200000,0.800000,2.191634,-0.138508,2.136591,1.443647,1.237062,0.022044,0.095349,0.031921,-0.095914
82.000000,29.000000,7.000000,8.000000,0.223490,1.096330,0.200000,1.000000,3.205631,-0.413488,2.902806,2.105651,2.267840,0.266338,1.552864,0.268525,-0.056339
83.000000,33.000000,1.000000,-10.000000,0.233607,0.459059,0.200000,0.400000,1.465101,-0.265541,0.815091,2.103115,0.656219,0.137441,0.346823,0.344952,-0.060069
84.000000,51.000000,4.000000,6.000000,0.221809,0.659842,0.200000,0.600000,1.809278,-0.354044,1.700550,1.556242,2.446606,-0.349111,-1.972214,-0.316968,-0.032848
85.000000,0.000000,1.000000,0.000000,0.220431,0.220431,0.200000,0.200000,1.475030,-0.034557,0.654467,1.648142,2.855724,0.075379,0.433510,0.054461,-0.007042
86.000000,56.000000,1.000000,3.000000,0.223006,1.094965,0.200000,1.000000,2.284939,-0.349153,2.193855,1.506836,2.264811,-0.087669,-0.430439,-0.073680,-0.011588
87.000000,51.000000,1.000000,5.000000,0.226406,0.664439,0.200000,0.600000,2.147667,-0.364373,1.647785,1.596909,1.883079,-0.266185,-1.525261,-0.325355,-0.097122
88.000000,55.000000,7.000000,12.000000,0.217624,0.872637,0.200000,0.800000,2.151211,-0.369908,1.640698,1.615946,2.377463,-0.362693,-1.817126,-0.298854,-0.000965
89.000000,22.000000,0.000000,1.000000,0.221529,1.312453,0.200000,1.200000,2.744223,-0.325557,2.345879,1.597802,2.724440,0.090113,0.481675,0.069863,-0.010229
90.000000,55.000000,6.000000,-5.000000,0.225169,0.880182,0.200000,0.800000,2.079962,-0.380459,1.577060,1.697138,1.668907,-0.231056,-1.028311,-0.244710,-0.035206
91.000000,48.000000,0.000000,3.000000,0.219448,1.535142,0.200000,1.400000,2.386584,-0.351006,2.305815,1.458129,1.745077,-0.189166,-1.239054,-0.181794,0.005945
92.000000,29.000000,2.000000,2.000000,0.230144,1.102984,0.200000,1.000000,3.204649,-0.291147,2.896664,1.772692,1.756589,0.016165,0.081975,0.018895,-0.095382
93.000000,2.000000,2.000000,0.000000,0.203556,0.432212,0.200000,0.400000,1.039145,-0.027193,0.934900,1.443037,2.646232,-0.383184,-2.317592,-0.337623,0.098699
94.000000,33.000000,2.000000,1.000000,0.228482,0.453934,0.200000,0.400000,1.562744,-0.174789,0.908380,1.746705,1.171144,-0.202464,-1.247332,-0.268772,-0.033142
95.000000,0.000000,3.000000,13.000000,0.227630,0.227630,0.200000,0.200000,1.359285,-0.073783,0.537500,1.774162,1.679824,0.171087,0.790636,0.189375,-0.065881
96.000000,0.000000,9.000000,-11.000000,0.216995,0.216995,0.200000,0.200000,1.434211,-0.131089,0.641683,1.917119,2.946142,0.349178,2.168160,0.288680,0.006517
97.000000,0.000000,10.000000,5.000000,0.220641,0.220641,0.200000,0.200000,1.386957,-0.119465,0.594179,1.905317,2.404873,0.390261,2.091825,0.341216,-0.021399
98.000000,55.000000,19.000000,-52.000000,0.213890,0.868903,0.200000,0.800000,2.241975,-0.388311,1.717050,1.607848,3.194498,-0.309068,-2.023040,-0.249105,0.037373
99.000000,61.000000,3.000000,10.000000,0.217911,0.882222,0.200000,0.800000,2.249740,-0.228356,2.156396,1.256604,2.851024,-0.323559,-1.826717,-0.251167,0.039502
100.000000,98.000000,1.000000,4.000000,0.230554,1.099457,0.200000,1.000000,2.684743,-0.388530,2.288334,1.597172,1.761245,0.049852,0.241295,0.055452,-0.079494
101.000000,82.000000,0.000000,-10.000000,0.217327,1.313657,0.200000,1.200000,3.649953,-0.631038,3.338028,1.966161,2.209885,-0.264021,-1.263179,-0.224139,0.001916
102.000000,64.000000,6.000000,-5.000000,0.212232,1.097995,0.200000,1.000000,2.412279,-0.389230,1.942665,1.576960,2.738075,-0.184171,-1.064092,-0.152114,0.087740
103.000000,56.000000,0.000000,3.000000,0.226117,1.098075,0.200000,1.000000,2.222377,-0.326642,2.142778,1.446013,1.764282,-0.137755,-0.613999,-0.141201,-0.031670
104.000000,2.000000,0.000000,0.000000,0.218892,0.447548,0.200000,0.400000,1.495538,-0.084831,0.788440,1.676560,1.029452,0.001877,0.455556,-0.076246,-0.022576
105.000000,77.000000,3.000000,-3.000000,0.209900,0.432058,0.200000,0.400000,1.786212,-0.296452,1.140899,1.804838,3.349170,-0.181755,-1.236558,-0.145840,0.064817
106.000000,98.000000,2.000000,3.000000,0.222005,1.090909,0.200000,1.000000,2.487908,-0.310251,2.388879,1.403512,2.898577,-0.136294,-0.770950,-0.104789,-0.011488
107.000000,31.000000,0.000000,-4.000000,0.217257,0.655907,0.200000,0.600000,1.598801,0.105010,1.466097,1.196826,3.454545,-0.212552,-1.942301,-0.221134,0.097125
108.000000,55.000000,1.000000,2.000000,0.213200,0.868213,0.200000,0.800000,1.850805,-0.374123,1.711283,1.546069,3.141085,-0.358159,-2.722040,-0.344546,0.054784
109.000000,0.000000,2.000000,3.000000,0.228572,0.228572,0.200000,0.200000,1.355560,-0.058901,0.521660,1.736359,1.506579,0.128519,0.583056,0.157381,-0.081565
110.000000,77.000000,0.000000,-6.000000,0.209139,0.431296,0.200000,0.400000,1.786045,-0.285271,1.138252,1.765906,3.313268,-0.232096,-1.668275,-0.198379,0.074308
111.000000,30.000000,5.000000,2.000000,0.210420,0.652178,0.200000,0.600000,1.499827,-0.032670,1.387576,1.559416,3.131797,0.050055,0.306508,0.038675,0.066862
112.000000,90.000000,0.000000,1.000000,0.219767,1.099949,0.200000,1.000000,1.911747,-0.343486,1.829288,1.500171,0.651036,-0.123544,-1.134336,-0.335078,-0.054692
113.000000,84.000000,3.000000,-1.000000,0.219012,0.878853,0.200000,0.800000,2.351286,-0.143106,2.260145,1.097519,3.014574,-0.366173,-2.297777,-0.299205,0.027796
114.000000,102.000000,2.000000,1.000000,0.228971,1.326966,0.200000,1.200000,2.472041,-0.356663,2.395697,1.493290,1.229251,-0.044434,-0.188919,-0.063155,-0.075994
115.000000,88.000000,0.000000,2.000000,0.230643,1.103280,0.200000,1.000000,2.102271,-0.291516,2.031516,1.370665,1.078988,-0.156492,-0.644390,-0.241964,-0.060159
116.000000,32.000000,7.000000,13.000000,0.230153,0.669468,0.200000,0.600000,1.828472,-0.103612,1.301182,1.720450,1.227528,0.204081,0.811707,0.281109,-0.046115
117.000000,97.000000,0.000000,1.000000,0.236626,0.457267,0.200000,0.400000,1.610918,-0.260434,0.989915,1.843666,1.145832,-0.193195,-0.813660,-0.286654,-0.082199
118.000000,59.000000,2.000000,5.000000,0.208960,1.315756,0.200000,1.200000,2.548814,-0.356442,2.454406,1.511333,2.558959,-0.099406,-0.540547,-0.082692,0.085499
119.000000,67.000000,3.000000,-22.000000,0.218627,1.094644,0.200000,1.000000,2.254418,-0.390067,1.792673,1.659620,1.006816,-0.046775,0.205191,-0.169795,-0.035610
120.000000,98.000000,1.000000,1.000000,0.224300,1.093204,0.200000,1.000000,2.375824,-0.252057,2.300279,1.229197,2.145954,-0.260503,-1.334557,-0.246046,-0.048925
121.000000,70.000000,4.000000,12.000000,0.208591,1.524972,0.200000,1.400000,2.381385,-0.380913,2.281075,1.552238,2.516349,-0.067393,-0.344709,-0.055597,0.066998
122.000000,102.000000,14.000000,13.000000,0.227932,1.325927,0.200000,1.200000,2.811849,-0.394320,2.434612,1.600361,1.578767,0.042623,0.188257,0.048517,-0.050845
123.000000,2.000000,0.000000,-7.000000,0.211430,0.440086,0.200000,0.400000,1.567258,-0.259508,0.918100,2.104552,2.799300,0.390114,2.516119,0.347966,0.092032
124.000000,48.000000,1.000000,6.000000,0.215309,1.531003,0.200000,1.400000,2.481203,-0.377695,2.383561,1.529378,2.511839,-0.103989,-0.555184,-0.079797,0.035565
125.000000,109.000000,0.000000,0.000000,0.210856,0.439428,0.200000,0.400000,0.940986,-0.056689,0.874212,1.549594,1.837488,-0.295636,-1.317767,-0.282491,0.018725
126.000000,96.000000,8.000000,-4.000000,0.218200,0.435195,0.200000,0.400000,1.843769,-0.321759,1.243417,1.755484,2.839567,-0.328881,-1.895026,-0.261705,0.003179
127.000000,0.000000,1.000000,-1.000000,0.225660,0.225660,0.200000,0.200000,0.611482,0.023479,0.543199,1.511258,1.730264,-0.046129,-0.211476,-0.049325,-0.054614
128.000000,126.000000,8.000000,-8.000000,0.219056,0.654251,0.200000,0.600000,2.394376,-0.366106,1.909098,1.612697,3.251621,-0.089894,-0.539619,-0.065510,0.014683
129.000000,126.000000,3.000000,0.000000,0.220501,0.655696,0.200000,0.600000,1.991467,-0.304746,1.879583,1.474403,2.932675,-0.220655,-1.249256,-0.167656,0.003589
130.000000,87.000000,1.000000,1.000000,0.221583,0.886022,0.200000,0.800000,2.471882,-0.366293,2.045034,1.594752,1.702519,0.073808,0.738919,0.054616,-0.007723
131.000000,79.000000,8.000000,12.000000,0.218730,1.756395,0.200000,1.600000,2.940218,-0.397324,2.579882,1.597021,1.344723,0.038488,0.700861,0.017602,0.008441
132.000000,74.000000,1.000000,-2.000000,0.226277,1.755350,0.200000,1.600000,3.355062,-0.441125,3.041659,1.796638,1.946571,0.271079,1.608302,0.333869,-0.097012
133.000000,2.000000,2.000000,3.000000,0.215315,0.443972,0.200000,0.400000,1.554061,-0.055885,0.853207,1.571047,1.655523,-0.227563,-1.431619,-0.233175,0.012698
134.000000,75.000000,1.000000,1.000000,0.207266,1.308581,0.200000,1.200000,2.015982,-0.380680,1.928744,1.545929,1.308803,-0.147241,-1.193604,-0.188409,0.048411
135.000000,0.000000,0.000000,0.000000,0.226439,0.226439,0.200000,0.200000,1.370953,-0.064400,0.546927,1.740610,1.776355,0.141331,0.655847,0.148291,-0.055201
136.000000,11.000000,0.000000,-14.000000,0.223921,1.322119,0.200000,1.200000,3.689661,-0.554541,3.397887,1.967132,1.893871,0.026870,0.099796,0.028074,-0.025234
137.000000,118.000000,1.000000,-1.000000,0.220235,1.535990,0.200000,1.400000,3.091178,-0.328978,3.009218,1.531069,2.485584,0.035838,0.208061,0.025604,-0.004425
138.000000,133.000000,0.000000,0.000000,0.214605,0.658576,0.200000,0.600000,1.480063,0.052868,1.361773,1.314186,3.191199,-0.215471,-1.506002,-0.185445,0.087911
139.000000,128.000000,4.000000,9.000000,0.227291,0.881542,0.200000,0.800000,2.536507,-0.323050,2.462519,1.434851,1.632809,-0.114303,-0.560006,-0.139358,-0.098753
140.000000,114.000000,2.000000,3.000000,0.215421,1.542387,0.200000,1.400000,3.032325,-0.379364,2.687709,1.636215,1.490012,0.135343,0.290839,0.210798,0.012561
141.000000,95.000000,11.000000,6.000000,0.206974,0.434604,0.200000,0.400000,1.695919,-0.114500,1.017402,1.593410,2.974166,-0.240698,-1.516614,-0.199799,0.084122
142.000000,129.000000,1.000000,1.000000,0.229616,0.885312,0.200000,0.800000,2.435745,-0.235295,2.372844,1.436664,1.406115,-0.003807,-0.016844,-0.004912,-0.081338
143.000000,0.000000,4.000000,2.000000,0.219962,0.219962,0.200000,0.200000,1.407951,-0.116264,0.612235,1.873209,2.576929,0.306422,1.645627,0.250748,-0.013739
144.000000,18.000000,3.000000,3.000000,0.218609,0.667560,0.200000,0.600000,1.628352,-0.144690,1.026479,1.790809,0.819325,0.138092,1.304997,0.320139,-0.009871
145.000000,79.000000,1.000000,1.000000,0.211798,1.749463,0.200000,1.600000,2.730473,-0.325127,2.650994,1.394632,2.152906,-0.248097,-1.119495,-0.220328,0.044029
146.000000,144.000000,0.000000,-4.000000,0.221221,0.888781,0.200000,0.800000,1.733168,-0.218747,1.198716,1.946121,0.875658,0.069590,0.054518,0.276913,0.001932
147.000000,131.000000,6.000000,8.000000,0.218481,1.974876,0.200000,1.800000,3.155725,-0.468224,2.827575,1.814690,1.013750,0.144057,0.329708,0.342899,-0.015720
148.000000,48.000000,1.000000,6.000000,0.214104,1.529798,0.200000,1.400000,2.536600,-0.387888,2.426691,1.551601,2.935661,-0.070572,-0.400829,-0.053885,0.057522
149.000000,126.000000,7.000000,6.000000,0.229013,0.664208,0.200000,0.600000,1.800436,-0.267674,1.727990,1.366716,1.418548,-0.261359,-1.191078,-0.337612,-0.094393
150.000000,111.000000,1.000000,2.000000,0.221687,0.873866,0.200000,0.800000,2.101058,0.027806,2.024818,1.428040,2.643050,-0.122433,-0.651579,-0.097430,-0.017730
151.000000,75.000000,1.000000,-19.000000,0.219068,1.320383,0.200000,1.200000,2.334334,-0.396476,1.878754,1.590487,0.746300,-0.018626,-0.894091,-0.010542,0.007108
152.000000,105.000000,11.000000,0.000000,0.220327,0.652385,0.200000,0.600000,1.916123,-0.276935,1.812871,1.370715,2.753180,-0.335300,-2.246682,-0.326911,-0.024020
153.000000,151.000000,1.000000,-4.000000,0.219187,1.539570,0.200000,1.400000,2.104855,-0.389428,2.016171,1.531064,0.509221,0.034097,0.445414,-0.171836,-0.022253
154.000000,95.000000,1.000000,3.000000,0.219133,0.446764,0.200000,0.400000,1.563802,-0.175794,0.915517,1.832350,1.893705,0.019971,-0.227974,0.044387,0.008570
155.000000,126.000000,5.000000,-8.000000,0.229179,0.664374,0.200000,0.600000,2.227076,-0.385150,1.760993,1.706600,1.710970,0.006120,0.028684,0.006466,-0.051344
156.000000,147.000000,3.000000,2.000000,0.216327,2.191203,0.200000,2.000000,3.411177,-0.568092,3.093981,1.909288,1.616609,0.078050,-0.008534,0.123687,0.025402
